no,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average,status
400,female,group C,master's degree,standard,none,married,sometimes,yes,2,school_bus,10-May,55,60,70,61.66666667,Average
401,male,group C,some high school,free/reduced,none,single,regularly,no,1,private,< 5,68,52,51,57,Average
402,male,group C,,standard,,married,,yes,1,school_bus,< 5,68,65,60,64.33333333,Average
403,female,,bachelor's degree,free/reduced,none,married,sometimes,no,5,school_bus,10-May,53,66,74,64.33333333,Average
404,male,group B,associate's degree,standard,completed,married,sometimes,yes,3,private,10-May,70,72,71,71,Average
405,female,group C,bachelor's degree,standard,none,married,sometimes,yes,5,private,< 5,54,56,53,54.33333333,Average
406,male,group B,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,85,72,73,76.66666667,Good
408,female,group D,high school,standard,none,divorced,sometimes,yes,4,private,< 5,59,66,64,63,Average
409,male,group D,associate's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,94,80,75,83,Good
410,male,group B,high school,standard,,divorced,sometimes,no,1,school_bus,> 10,56,61,59,58.66666667,Average
411,male,group E,master's degree,standard,none,single,never,yes,0,private,10-May,88,74,75,79,Good
412,female,group A,bachelor's degree,standard,none,single,sometimes,no,1,private,> 10,87,83,85,85,Good
413,female,group C,some high school,standard,,single,regularly,no,4,,10-May,65,72,71,69.33333333,Average
414,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,2,private,10-May,73,75,80,76,Good
415,male,group E,high school,free/reduced,none,divorced,regularly,no,3,private,10-May,72,66,63,67,Average
416,female,group D,some college,standard,completed,married,sometimes,no,4,private,10-May,52,55,60,55.66666667,Average
417,female,group B,high school,free/reduced,none,married,sometimes,no,2,private,> 10,49,62,56,55.66666667,Average
419,male,group D,some high school,free/reduced,completed,married,regularly,yes,0,,< 5,65,71,72,69.33333333,Average
420,female,group B,high school,standard,none,married,regularly,yes,2,school_bus,,66,66,74,68.66666667,Average
421,male,group D,some high school,free/reduced,completed,divorced,sometimes,yes,2,,10-May,50,52,56,52.66666667,Average
422,female,group A,some college,standard,none,married,sometimes,yes,,school_bus,< 5,48,56,53,52.33333333,Average
424,male,group C,master's degree,free/reduced,none,married,sometimes,yes,1,private,10-May,88,89,83,86.66666667,Good
425,female,group C,high school,free/reduced,none,single,sometimes,yes,1,school_bus,10-May,27,41,34,34,Poor
426,male,group C,high school,standard,none,married,sometimes,yes,1,,10-May,24,21,12,19,Poor
427,male,,some college,standard,none,married,regularly,yes,2,school_bus,10-May,59,57,52,56,Average
428,female,group C,some college,standard,none,single,sometimes,yes,1,private,> 10,64,74,67,68.33333333,Average
429,male,group B,associate's degree,free/reduced,none,single,sometimes,no,1,school_bus,10-May,50,44,49,47.66666667,Poor
431,female,group A,associate's degree,standard,none,married,sometimes,no,,school_bus,10-May,43,52,50,48.33333333,Poor
432,female,group B,associate's degree,standard,none,married,regularly,yes,3,private,> 10,68,72,71,70.33333333,Average
433,male,group A,some college,free/reduced,none,divorced,regularly,yes,1,school_bus,> 10,38,37,41,38.66666667,Poor
434,female,group D,some high school,standard,,married,sometimes,yes,1,school_bus,10-May,54,56,52,54,Average
435,male,group B,high school,standard,none,divorced,sometimes,no,2,school_bus,< 5,59,65,58,60.66666667,Average
436,female,group D,some college,standard,none,married,regularly,no,4,school_bus,10-May,59,75,74,69.33333333,Average
437,female,group B,high school,standard,completed,married,regularly,yes,0,private,10-May,87,100,100,95.66666667,Good
438,male,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,4,,> 10,51,59,53,54.33333333,Average
439,male,group E,some high school,free/reduced,completed,single,never,yes,,private,> 10,80,77,82,79.66666667,Good
440,male,group C,some high school,free/reduced,completed,divorced,regularly,yes,0,school_bus,10-May,70,68,73,70.33333333,Average
441,female,group D,high school,standard,none,divorced,regularly,yes,1,school_bus,< 5,68,73,69,70,Average
442,female,group B,some college,free/reduced,none,single,sometimes,yes,,private,10-May,59,67,66,64,Average
443,female,group C,some high school,free/reduced,none,married,never,yes,1,school_bus,10-May,54,70,66,63.33333333,Average
444,female,group B,,standard,none,married,never,yes,,school_bus,< 5,50,58,57,55,Average
445,female,group C,some college,free/reduced,none,married,sometimes,yes,0,school_bus,10-May,40,65,56,53.66666667,Average
446,male,group A,,standard,completed,married,regularly,yes,3,private,10-May,67,58,63,62.66666667,Average
447,female,group C,some high school,standard,none,single,sometimes,no,2,private,> 10,61,71,64,65.33333333,Average
448,female,group C,some high school,standard,none,single,regularly,yes,3,private,10-May,85,90,84,86.33333333,Good
449,male,group A,,standard,none,married,regularly,no,4,school_bus,10-May,63,56,60,59.66666667,Average
450,male,group E,,standard,completed,married,sometimes,yes,3,school_bus,> 10,100,95,100,98.33333333,Good
451,male,group C,high school,free/reduced,none,divorced,,yes,1,private,< 5,47,40,31,39.33333333,Poor
452,female,group B,bachelor's degree,standard,none,divorced,regularly,yes,3,private,10-May,85,93,92,90,Good
453,male,group D,some college,standard,,married,never,no,2,school_bus,> 10,75,85,82,80.66666667,Good
454,female,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,10-May,61,76,71,69.33333333,Average
455,male,group E,some college,standard,none,married,regularly,no,6,,10-May,84,74,72,76.66666667,Good
456,male,group A,some college,standard,,married,sometimes,no,3,school_bus,10-May,79,78,71,76,Good
457,male,,some college,standard,none,single,sometimes,yes,1,private,10-May,67,63,56,62,Average
458,female,group C,high school,free/reduced,completed,married,,yes,2,school_bus,10-May,52,76,74,67.33333333,Average
459,female,group E,associate's degree,standard,completed,married,sometimes,yes,2,,> 10,75,81,85,80.33333333,Good
460,female,group C,some college,standard,completed,married,sometimes,no,,private,10-May,70,77,79,75.33333333,Good
461,female,group C,,free/reduced,completed,married,sometimes,yes,5,private,10-May,61,72,72,68.33333333,Average
462,male,group C,high school,free/reduced,completed,married,regularly,yes,1,private,< 5,59,72,67,66,Average
463,male,group A,some high school,free/reduced,none,single,regularly,yes,3,school_bus,< 5,46,38,37,40.33333333,Poor
464,male,group E,high school,standard,none,married,sometimes,no,,private,> 10,80,78,72,76.66666667,Good
465,female,group C,master's degree,free/reduced,none,married,regularly,yes,3,,10-May,41,44,50,45,Poor
466,male,group B,some college,free/reduced,completed,married,regularly,yes,0,school_bus,10-May,74,79,70,74.33333333,Average
467,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,10-May,75,73,66,71.33333333,Average
469,female,group C,associate's degree,standard,none,divorced,regularly,yes,1,private,< 5,67,77,74,72.66666667,Average
470,male,group A,some college,free/reduced,none,married,regularly,yes,2,,> 10,63,63,61,62.33333333,Average
471,male,group D,,free/reduced,completed,single,sometimes,no,4,school_bus,10-May,65,67,62,64.66666667,Average
472,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,0,private,> 10,86,83,86,85,Good
473,male,group C,some college,standard,none,married,never,no,3,school_bus,10-May,74,73,72,73,Average
474,male,group D,some college,standard,none,married,regularly,yes,0,private,> 10,76,63,62,67,Average
476,female,group D,some high school,standard,none,married,regularly,,3,,< 5,55,66,65,62,Average
478,male,group D,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,10-May,55,53,59,55.66666667,Average
479,male,group D,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,10-May,64,60,63,62.33333333,Average
480,male,group A,master's degree,standard,none,single,regularly,yes,3,school_bus,10-May,64,50,46,53.33333333,Average
481,female,group E,high school,standard,none,married,sometimes,no,3,private,< 5,77,76,73,75.33333333,Good
482,male,group B,some college,free/reduced,completed,divorced,sometimes,yes,1,,10-May,69,66,67,67.33333333,Average
483,male,group D,some college,standard,,divorced,never,yes,3,,> 10,76,77,77,76.66666667,Good
484,female,group C,,standard,none,married,sometimes,no,3,school_bus,10-May,68,77,81,75.33333333,Good
485,female,group C,associate's degree,standard,none,widowed,regularly,yes,2,private,10-May,58,71,70,66.33333333,Average
486,female,group D,,standard,none,single,regularly,no,4,private,> 10,72,87,93,84,Good
487,female,group D,bachelor's degree,standard,none,married,sometimes,yes,,private,10-May,52,65,65,60.66666667,Average
488,female,group D,associate's degree,standard,none,married,never,yes,0,school_bus,,56,68,68,64,Average
489,female,group D,master's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,10-May,62,73,82,72.33333333,Average
490,female,group C,,standard,none,married,sometimes,yes,3,school_bus,10-May,10,27,25,20.66666667,Poor
491,female,group C,some college,standard,none,divorced,,no,1,private,10-May,55,68,65,62.66666667,Average
493,female,group B,master's degree,standard,completed,married,sometimes,yes,3,private,10-May,74,83,87,81.33333333,Good
494,male,group C,some high school,standard,completed,married,sometimes,yes,3,,10-May,72,71,74,72.33333333,Average
495,male,group C,some college,standard,completed,married,regularly,yes,2,private,10-May,51,49,51,50.33333333,Average
496,female,,some high school,standard,completed,divorced,never,yes,2,school_bus,10-May,80,96,89,88.33333333,Good
497,male,group D,,standard,none,married,sometimes,no,3,school_bus,,69,65,62,65.33333333,Average
498,male,group C,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,10-May,80,71,77,76,Good
499,male,group C,high school,standard,none,married,sometimes,yes,1,private,< 5,60,60,55,58.33333333,Average
500,female,group D,associate's degree,standard,none,married,never,,0,private,< 5,61,66,69,65.33333333,Average
502,female,group E,master's degree,free/reduced,none,single,regularly,yes,3,private,< 5,67,76,77,73.33333333,Average
503,male,group C,some high school,standard,,married,sometimes,no,3,school_bus,< 5,51,49,44,48,Poor
504,female,group D,some college,standard,none,married,regularly,yes,3,school_bus,> 10,71,75,77,74.33333333,Average
505,male,group E,bachelor's degree,standard,none,married,regularly,yes,1,,< 5,91,92,85,89.33333333,Good
506,female,group C,high school,standard,completed,married,sometimes,no,2,private,> 10,70,84,87,80.33333333,Good
507,female,group D,,free/reduced,,divorced,sometimes,yes,3,private,10-May,76,87,86,83,Good
508,female,group C,some college,standard,none,married,never,no,,school_bus,> 10,53,57,53,54.33333333,Average
509,male,group D,some college,free/reduced,completed,married,sometimes,yes,2,private,< 5,60,62,56,59.33333333,Average
510,female,group D,high school,free/reduced,none,married,regularly,yes,2,private,> 10,36,47,47,43.33333333,Poor
511,female,group C,some college,standard,none,divorced,sometimes,yes,5,private,10-May,73,90,77,80,Good
512,male,group C,associate's degree,free/reduced,,married,regularly,yes,2,school_bus,< 5,87,87,83,85.66666667,Good
513,male,group C,high school,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,72,72,66,70,Average
514,female,group D,some high school,free/reduced,none,married,sometimes,no,1,school_bus,10-May,54,70,66,63.33333333,Average
515,male,group C,some college,free/reduced,completed,divorced,sometimes,no,3,private,> 10,47,49,48,48,Poor
516,male,group D,some college,standard,none,married,never,yes,2,school_bus,< 5,71,65,63,66.33333333,Average
517,male,group B,bachelor's degree,free/reduced,completed,divorced,never,yes,1,private,> 10,85,80,81,82,Good
518,female,group C,master's degree,standard,completed,married,regularly,yes,4,school_bus,10-May,66,80,75,73.66666667,Average
519,female,group D,high school,standard,none,single,sometimes,no,2,school_bus,> 10,78,74,79,77,Good
521,male,group B,some college,standard,none,married,regularly,yes,2,private,< 5,73,69,66,69.33333333,Average
523,male,group A,associate's degree,free/reduced,none,married,never,yes,2,school_bus,10-May,60,57,49,55.33333333,Average
524,male,group C,some high school,standard,none,married,regularly,yes,5,school_bus,< 5,76,66,64,68.66666667,Average
525,male,group D,some college,free/reduced,,divorced,regularly,yes,,school_bus,< 5,60,64,62,62,Average
526,female,group C,some college,free/reduced,none,single,sometimes,yes,,private,10-May,34,48,44,42,Poor
527,male,group D,associate's degree,free/reduced,completed,divorced,regularly,no,5,school_bus,10-May,73,73,75,73.66666667,Average
528,female,,associate's degree,free/reduced,none,divorced,never,yes,5,school_bus,10-May,58,72,69,66.33333333,Average
529,male,group D,some high school,standard,completed,single,sometimes,yes,2,school_bus,> 10,64,61,65,63.33333333,Average
530,male,group C,,free/reduced,none,single,regularly,yes,0,private,10-May,56,54,49,53,Average
531,female,group D,bachelor's degree,standard,completed,married,regularly,yes,0,private,< 5,86,93,91,90,Good
532,male,group C,some college,standard,none,married,sometimes,yes,1,private,10-May,92,78,71,80.33333333,Good
533,male,group D,some high school,standard,none,married,regularly,yes,1,,10-May,89,73,69,77,Good
534,male,group C,some college,standard,none,married,regularly,yes,1,school_bus,< 5,68,65,62,65,Average
535,male,group C,some high school,standard,none,married,sometimes,yes,7,school_bus,10-May,54,58,52,54.66666667,Average
536,male,group C,high school,standard,completed,single,sometimes,yes,1,school_bus,10-May,80,74,78,77.33333333,Good
537,male,group A,high school,standard,none,married,sometimes,no,2,private,< 5,75,68,65,69.33333333,Average
538,female,group E,some college,standard,completed,divorced,sometimes,yes,0,school_bus,< 5,73,74,80,75.66666667,Good
539,female,group B,high school,standard,none,,regularly,,3,school_bus,< 5,56,70,66,64,Average
540,male,group E,bachelor's degree,standard,none,married,never,no,1,school_bus,10-May,97,78,82,85.66666667,Good
542,male,group C,some college,free/reduced,completed,single,sometimes,,3,private,< 5,52,45,50,49,Poor
543,male,group C,high school,free/reduced,none,married,regularly,yes,4,school_bus,> 10,58,51,49,52.66666667,Average
544,male,group B,some high school,free/reduced,completed,married,never,no,3,school_bus,> 10,50,51,51,50.66666667,Average
545,male,group C,bachelor's degree,standard,none,married,sometimes,yes,3,private,> 10,57,58,51,55.33333333,Average
546,female,group E,associate's degree,standard,none,married,sometimes,no,3,school_bus,> 10,70,70,73,71,Average
547,male,group D,some high school,standard,none,divorced,sometimes,yes,1,school_bus,10-May,67,72,71,70,Average
548,female,group A,associate's degree,free/reduced,completed,married,sometimes,yes,0,,10-May,48,69,72,63,Average
550,male,group B,high school,free/reduced,completed,single,sometimes,no,2,school_bus,10-May,56,61,57,58,Average
551,female,group C,bachelor's degree,standard,none,married,sometimes,yes,0,,10-May,76,76,82,78,Good
552,male,group D,associate's degree,standard,completed,,sometimes,yes,1,private,10-May,98,97,100,98.33333333,Good
553,female,,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,10-May,55,60,62,59,Average
554,female,group C,,free/reduced,none,divorced,sometimes,no,6,school_bus,10-May,54,67,69,63.33333333,Average
555,male,group B,associate's degree,free/reduced,none,single,sometimes,no,3,school_bus,> 10,78,79,77,78,Good
556,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,10-May,71,77,76,74.66666667,Average
557,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1,private,> 10,75,73,74,74,Average
558,female,group C,some college,free/reduced,none,single,regularly,yes,3,private,10-May,49,66,65,60,Average
559,male,group D,associate's degree,free/reduced,none,married,regularly,no,,school_bus,10-May,45,41,41,42.33333333,Poor
560,male,group B,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,75,69,65,69.66666667,Average
561,female,group C,associate's degree,free/reduced,completed,married,sometimes,,,private,< 5,46,58,51,51.66666667,Average
562,female,group E,master's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,77,70,70,72.33333333,Average
563,female,group E,,standard,completed,married,regularly,yes,3,private,> 10,83,84,90,85.66666667,Good
564,female,group D,some college,standard,completed,married,never,no,1,school_bus,10-May,65,71,72,69.33333333,Average
565,female,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,4,school_bus,10-May,87,97,100,94.66666667,Good
566,male,group B,high school,free/reduced,none,married,regularly,no,4,private,10-May,55,41,38,44.66666667,Poor
567,female,group C,some high school,standard,none,married,sometimes,yes,4,school_bus,10-May,45,51,43,46.33333333,Poor
568,female,group D,bachelor's degree,standard,none,married,sometimes,no,2,private,10-May,63,75,76,71.33333333,Average
570,female,group D,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,76,86,89,83.66666667,Good
573,female,group D,some college,standard,none,single,sometimes,no,3,private,> 10,89,90,83,87.33333333,Good
574,female,group D,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,< 5,76,84,89,83,Good
575,female,group E,some college,free/reduced,none,married,sometimes,yes,1,private,10-May,49,44,44,45.66666667,Poor
576,male,group D,high school,standard,completed,married,sometimes,yes,0,school_bus,10-May,75,72,72,73,Average
577,female,group B,high school,standard,completed,married,regularly,yes,1,school_bus,10-May,79,77,83,79.66666667,Good
578,male,group C,high school,free/reduced,none,single,sometimes,yes,0,private,10-May,44,48,40,44,Poor
579,female,group B,associate's degree,free/reduced,completed,single,never,yes,3,school_bus,10-May,51,66,67,61.33333333,Average
580,male,group B,some college,standard,completed,divorced,sometimes,yes,2,private,10-May,49,38,48,45,Poor
581,female,group C,some high school,free/reduced,,,regularly,yes,2,school_bus,> 10,41,49,48,46,Poor
582,male,group C,associate's degree,standard,none,,regularly,no,2,private,10-May,96,93,85,91.33333333,Good
583,male,group C,some college,free/reduced,none,married,never,no,1,school_bus,10-May,36,34,32,34,Poor
584,male,group C,some college,free/reduced,completed,single,regularly,yes,1,,> 10,64,62,59,61.66666667,Average
585,male,group D,associate's degree,standard,none,married,sometimes,yes,,,> 10,66,62,56,61.33333333,Average
586,male,group E,high school,free/reduced,completed,married,never,yes,1,private,10-May,89,87,83,86.33333333,Good
587,female,group C,some high school,standard,completed,divorced,never,no,4,school_bus,10-May,43,57,57,52.33333333,Average
588,male,group B,some college,standard,none,married,sometimes,no,3,private,10-May,79,76,73,76,Good
589,male,group B,associate's degree,standard,none,divorced,regularly,no,,school_bus,< 5,81,79,77,79,Good
590,male,group B,some college,free/reduced,none,married,sometimes,yes,1,private,10-May,84,79,72,78.33333333,Good
591,female,group E,high school,standard,none,single,regularly,,0,private,> 10,60,77,75,70.66666667,Average
592,male,group C,some high school,standard,none,single,regularly,yes,5,school_bus,10-May,70,73,67,70,Average
593,female,group C,master's degree,standard,none,single,regularly,yes,2,school_bus,10-May,78,93,86,85.66666667,Good
594,male,group B,some college,standard,completed,single,regularly,yes,1,school_bus,10-May,92,77,86,85,Good
595,female,group E,high school,free/reduced,none,married,sometimes,no,2,private,10-May,84,92,89,88.33333333,Good
596,male,group E,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,10-May,85,81,75,80.33333333,Good
597,male,group B,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,68,76,72,72,Average
598,male,group E,some college,standard,none,married,sometimes,no,1,school_bus,10-May,91,90,87,89.33333333,Good
599,male,group B,some high school,free/reduced,,single,sometimes,no,3,school_bus,< 5,55,57,52,54.66666667,Average
600,male,group D,bachelor's degree,standard,completed,divorced,regularly,yes,3,private,< 5,71,62,66,66.33333333,Average
601,female,group E,some college,free/reduced,completed,married,regularly,yes,3,school_bus,10-May,81,87,86,84.66666667,Good
602,male,,high school,free/reduced,none,single,sometimes,no,3,private,> 10,61,57,61,59.66666667,Average
603,female,group D,high school,standard,completed,widowed,sometimes,no,5,private,< 5,67,70,78,71.66666667,Average
604,male,group D,some college,free/reduced,completed,single,regularly,yes,3,,10-May,79,74,79,77.33333333,Good
605,male,group C,bachelor's degree,free/reduced,completed,,,no,,private,10-May,74,69,69,70.66666667,Average
606,male,group A,associate's degree,free/reduced,none,divorced,never,no,1,school_bus,10-May,56,58,56,56.66666667,Average
607,female,group A,master's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,89,100,100,96.33333333,Good
608,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,4,school_bus,10-May,83,91,90,88,Good
609,male,group A,,standard,none,widowed,never,yes,6,private,< 5,52,58,55,55,Average
610,male,group D,associate's degree,standard,none,married,regularly,yes,4,private,10-May,78,76,69,74.33333333,Average
611,male,group D,,standard,none,married,sometimes,no,,private,> 10,61,47,52,53.33333333,Average
613,female,group A,some college,free/reduced,none,married,sometimes,no,1,private,> 10,58,71,62,63.66666667,Average
614,male,group E,some college,standard,completed,married,regularly,yes,3,school_bus,10-May,78,72,73,74.33333333,Average
615,female,group D,bachelor's degree,standard,completed,married,regularly,yes,4,school_bus,< 5,74,74,85,77.66666667,Good
616,male,group C,some high school,free/reduced,none,married,regularly,yes,4,private,10-May,55,61,50,55.33333333,Average
617,male,,some high school,standard,completed,married,sometimes,yes,3,school_bus,10-May,72,69,72,71,Average
618,female,group C,high school,free/reduced,completed,widowed,regularly,no,2,school_bus,< 5,61,72,72,68.33333333,Average
619,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,1,private,10-May,73,87,90,83.33333333,Good
620,male,group C,some high school,standard,none,single,sometimes,no,2,,> 10,50,47,42,46.33333333,Poor
621,female,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,10-May,81,84,85,83.33333333,Good
622,male,group C,associate's degree,free/reduced,none,married,never,yes,1,school_bus,10-May,79,81,73,77.66666667,Good
623,male,group C,some college,standard,completed,married,sometimes,yes,2,school_bus,> 10,76,74,78,76,Good
624,female,group B,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,42,52,56,50,Poor
625,female,group C,some high school,standard,none,married,regularly,no,2,private,10-May,62,70,74,68.66666667,Average
626,female,group D,associate's degree,free/reduced,completed,,never,yes,1,private,10-May,57,66,75,66,Average
627,female,group C,some high school,standard,completed,married,sometimes,yes,4,private,> 10,54,73,74,67,Average
628,male,group D,associate's degree,standard,completed,married,sometimes,no,2,school_bus,> 10,73,71,71,71.66666667,Average
629,female,group A,some high school,standard,none,married,regularly,yes,6,private,> 10,44,51,50,48.33333333,Poor
630,male,group D,,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,41,49,40,43.33333333,Poor
631,male,,master's degree,free/reduced,completed,divorced,sometimes,yes,2,school_bus,> 10,90,84,87,87,Good
632,male,group B,some high school,free/reduced,completed,married,sometimes,no,1,school_bus,> 10,39,34,40,37.66666667,Poor
633,female,group C,bachelor's degree,standard,completed,single,sometimes,yes,1,private,> 10,85,94,92,90.33333333,Good
634,female,group C,some high school,standard,none,single,regularly,yes,2,private,10-May,87,93,88,89.33333333,Good
635,female,group C,some college,standard,completed,married,never,no,2,private,10-May,58,77,83,72.66666667,Average
636,female,group C,associate's degree,free/reduced,completed,married,never,no,3,school_bus,10-May,60,71,75,68.66666667,Average
637,female,group C,high school,standard,none,married,never,no,1,private,10-May,37,44,45,42,Poor
638,female,group C,associate's degree,free/reduced,none,married,never,no,3,school_bus,10-May,64,83,79,75.33333333,Good
639,male,group D,bachelor's degree,standard,none,married,sometimes,yes,,private,< 5,62,62,61,61.66666667,Average
641,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,yes,5,private,< 5,84,75,76,78.33333333,Good
642,male,group B,some college,standard,none,divorced,never,no,2,school_bus,10-May,53,52,44,49.66666667,Poor
643,male,group E,some college,standard,none,married,sometimes,yes,2,school_bus,10-May,73,63,61,65.66666667,Average
645,male,group B,some college,free/reduced,none,married,sometimes,yes,6,private,10-May,63,66,64,64.33333333,Average
646,female,group C,some high school,standard,none,married,never,no,3,school_bus,< 5,51,58,63,57.33333333,Average
647,male,group A,high school,standard,completed,single,regularly,yes,3,school_bus,10-May,59,60,63,60.66666667,Average
648,female,group E,some college,standard,,single,regularly,no,2,school_bus,10-May,89,89,92,90,Good
649,male,group E,high school,standard,completed,divorced,regularly,yes,1,school_bus,10-May,79,83,82,81.33333333,Good
650,male,group E,some high school,standard,none,divorced,,yes,4,school_bus,10-May,84,70,63,72.33333333,Average
651,male,group D,some college,standard,none,married,sometimes,no,2,school_bus,> 10,78,62,60,66.66666667,Average
652,female,group B,some college,standard,completed,married,sometimes,no,1,school_bus,10-May,88,91,93,90.66666667,Good
653,female,group A,high school,free/reduced,completed,single,sometimes,yes,1,school_bus,> 10,45,63,65,57.66666667,Average
654,female,group C,high school,standard,,married,sometimes,yes,3,school_bus,10-May,62,74,72,69.33333333,Average
655,male,group E,high school,standard,completed,married,never,no,2,,10-May,89,82,78,83,Good
656,female,group B,associate's degree,standard,completed,married,regularly,no,3,,< 5,65,80,80,75,Good
657,male,group C,some high school,standard,completed,married,sometimes,no,3,school_bus,< 5,75,71,68,71.33333333,Average
658,male,group A,high school,standard,completed,single,sometimes,yes,,private,< 5,91,85,85,87,Good
659,female,group C,associate's degree,standard,none,single,regularly,yes,2,school_bus,10-May,62,66,65,64.33333333,Average
660,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,4,school_bus,,87,77,77,80.33333333,Good
661,female,group D,high school,standard,completed,single,regularly,no,1,private,10-May,48,53,56,52.33333333,Average
662,female,group D,some college,standard,none,single,regularly,yes,1,school_bus,10-May,65,83,73,73.66666667,Average
663,male,group C,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,45,38,46,43,Poor
665,female,,some college,standard,none,married,sometimes,yes,0,private,> 10,70,70,68,69.33333333,Average
666,male,group D,some college,free/reduced,completed,single,regularly,yes,1,school_bus,10-May,66,75,69,70,Average
667,male,group C,some high school,standard,none,single,regularly,yes,2,private,10-May,69,54,55,59.33333333,Average
668,male,group C,high school,free/reduced,,divorced,regularly,yes,1,school_bus,10-May,61,52,54,55.66666667,Average
669,female,group C,high school,standard,none,single,sometimes,yes,1,school_bus,< 5,76,79,80,78.33333333,Good
670,male,group D,associate's degree,standard,none,married,never,no,5,,< 5,41,38,36,38.33333333,Poor
672,male,,some college,standard,none,married,sometimes,yes,2,private,10-May,71,66,60,65.66666667,Average
673,female,group A,associate's degree,standard,none,married,sometimes,yes,2,school_bus,10-May,57,64,66,62.33333333,Average
675,male,group C,bachelor's degree,standard,none,single,regularly,,1,private,10-May,63,54,52,56.33333333,Average
676,female,group B,some college,standard,completed,single,sometimes,no,1,,10-May,69,79,78,75.33333333,Good
677,male,group B,high school,standard,none,married,sometimes,yes,0,,10-May,95,75,73,81,Good
678,male,group C,high school,standard,none,single,regularly,no,1,private,10-May,54,51,52,52.33333333,Average
679,female,group C,high school,standard,none,divorced,regularly,no,1,private,10-May,63,65,70,66,Average
680,male,group B,associate's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,96,85,90,90.33333333,Good
681,male,group C,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,10-May,75,75,73,74.33333333,Average
682,male,group D,some college,standard,none,married,never,no,1,school_bus,10-May,54,51,48,51,Average
683,male,group E,some high school,standard,none,divorced,sometimes,no,2,school_bus,10-May,89,94,85,89.33333333,Good
685,male,group C,some college,standard,none,married,regularly,yes,2,private,10-May,75,69,72,72,Average
686,female,group D,some college,standard,none,married,sometimes,no,3,school_bus,10-May,83,95,98,92,Good
687,female,group E,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,61,77,67,68.33333333,Average
688,male,group C,associate's degree,standard,none,,regularly,no,2,school_bus,10-May,73,80,73,75.33333333,Good
689,female,group D,,standard,completed,divorced,regularly,yes,3,school_bus,> 10,78,79,87,81.33333333,Good
690,male,group B,associate's degree,standard,none,single,sometimes,yes,1,private,10-May,92,95,89,92,Good
691,male,group B,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,50,53,49,50.66666667,Average
692,male,group E,master's degree,free/reduced,none,single,regularly,yes,3,,< 5,86,81,83,83.33333333,Good
693,male,group A,,standard,none,married,sometimes,yes,2,school_bus,10-May,68,63,62,64.33333333,Average
694,female,group B,high school,standard,none,single,never,no,3,school_bus,10-May,80,86,87,84.33333333,Good
695,female,group A,some high school,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,56,67,74,65.66666667,Average
696,female,group B,some high school,standard,none,married,never,no,1,school_bus,< 5,37,43,42,40.66666667,Poor
697,male,group E,associate's degree,free/reduced,completed,married,regularly,yes,3,,10-May,80,82,84,82,Good
698,female,group B,,standard,none,single,regularly,no,3,,10-May,46,56,58,53.33333333,Average
699,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,80,78,76,78,Good
700,male,group E,some college,free/reduced,completed,married,regularly,yes,3,school_bus,> 10,88,87,81,85.33333333,Good
701,female,group E,some high school,standard,none,single,sometimes,no,1,,> 10,72,65,61,66,Average
